Manufacturer,Year,Model,Hand,Km,Gear,Capacity_Engine,Engine_Type,Color,Test,Prev_ownership,Curr_Ownership,Area,City,Price,Cre_date,Repub_date,Pic_Num,Page_num,Description
קיה,2018,פיקנטו,1,42000,אוטומטית,1250,בנזין,,,,,תל אביב,תל אביב יפו,69000.0,2022-08-25,2022-08-25,1,2.0,"עדיין באחריות יבואן. 42 אלף קילומטר. שמור ביותר. אני מחליף לרכב מהעבודה. רכב נוח מאוד. צמיגים קדמי חדשים.גם המצבר חדש. פשוט רכב מ ד ה י ם !! איכותי. מחשב פנימי. סאן רוף. גאנטים פס דק ,נהג יחיד וקבוע לעבודה כל יום ,בתוך העיר ,עובד הייטק. נסיעות קטנות בתקופת הקורונה. ..יש עוד ניילונים מהקנייה . &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מומלץ !! (הרכב עם כל הגימורים והתוספות האפשריים)"
קיה,2018,פיקנטו,1,14500,אוטומטית,1250,בנזין,,,,,נס ציונה - רחובות,קרית עקרון,73000.0,2022-08-25,2022-08-25,1,2.0,"רכב שמור במצב חדש, 14,500 ק""מ בלבד, טסט לשנה. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; עדיין באחריות יצרן."
קיה,2019,פיקנטו,2,39000,אוטומטית,1250,בנזין,,,,,חולון - בת ים,חולון,69000.0,2022-08-23,2022-08-23,1,2.0,"רכב מצב מצוין מטופל רק במוסך מורשה 
עדיין באחריות נהגת יחידה 
דגם המפואר Gt לא להיקשר סתם לא בשבת !! &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מערכת מובייל (סטיה מנתיב) 
מערכת שמע עם סאב"
קיה,2018,פיקנטו,3,79800,אוטומטית,1248,בנזין,,,,,רמת גן - גבעתיים,גבעתיים,53000.0,2022-08-23,2022-08-23,1,2.0,קיה פיקטנו LX 1248 קומפקטית זריזה חסכונית מובלאי חיישני רוורס קודן טסט לשנה שמורה ומטופלת גמיש
קיה,2018,פיקנטו,1,26200,אוטומטית,1248,בנזין,,,,,"ראשל""צ והסביבה",ראשון לציון,70000.0,2022-08-22,2022-08-22,1,2.0,"יד ראשונה פרטית נהג יחיד עם 26000 קילומטר, מסך מולטימדיה מצלמת רוורס וחיישנים מהחברה,
מערכת שמע מוגברת וסאב, מצלמת דרך קדמית ואחורית, עבר טסט וטיפול בפברואר וטופל רק במוסך מורשה לא עבר תאונות אין פגיעות שילדה"
קיה,2020,פיקנטו,1,13500,אוטומטית,1248,בנזין,,,,,,גבעתיי,89000.0,2022-08-22,2022-08-22,1,2.0,כחדשה 13500 קמ פרטית
קיה,2020,פיקנטו,2,44000,אוטומטית,1200,בנזין,,,,,גליל ועמקים,ראש פינה,52000.0,2022-08-20,2022-08-20,1,2.0,רכב חדש 2020נהג יחיד מטופל שמור עדיין באחריות
קיה,2019,סטוניק,2,90000,אוטומטית,998,בנזין,,,,,מודיעין והסביבה,מודיעין מכבים רעות,92000.0,2022-08-20,2022-08-20,1,2.0,"רכב במצב שמור
אחרי טיפול 90,000 ק״מ"
קיה,2018,פיקנטו,2,67300,אוטומטית,1248,בנזין,,,,,,סאגור,60000.0,2022-08-14,2022-08-14,1,2.0,"רכב מצויין 
טיפולים בזמן"
קיה,2017,פיקנטו,3,29400,אוטומטית,1248,בנזין,,,,,פתח תקוה והסביבה,פתח תקווה,48500.0,2022-08-08,2022-08-08,1,2.0,"קיה פיקנטו שמורה מאוד במצב חדש פנים וחיצוני יפיפיה מתחייב גיר ומנוע 
כל הקודם זוכה לא בשבת"
קיה,2017,פיקנטו,1,59000,אוטומטית,1248,בנזין,,,,,קריות,קרית מוצקין,55000.0,2022-08-06,2022-08-06,1,2.0,nan
קיה,2017,פיקנטו,1,59000,אוטומטית,1248,בנזין,,,,,קריות,קרית מוצקין,55000.0,2022-08-05,2022-08-05,1,2.0,nan
קיה,2017,פיקנטו,1,49000,אוטומטית,1248,בנזין,,,,,תל אביב,תל אביב יפו,55000.0,2022-08-04,2022-08-04,1,2.0,"נמכר עקב רילוקיישן
חלון גג 
מערכת מוביליי 
חיישני רוורס

טופלה שנתית במוסך מורשה קיה (״מוסך קרל״, בורסה, ר״ג)
הוחלף מצבר לפני שנה &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; חלון גג 
מערכת מוביליי 
חיישני רוורס"
קיה,2017,קרניבל,1,185,אוטומטית,3300,בנזין,,,,,רמת השרון - הרצליה,הרצליה,135000.0,2022-08-03,2022-08-03,1,2.0,"8 מקומות

מספר אמצעי 770 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; ספר כרב"
קיה,2018,פיקנטו,1,14000,אוטומטית,1200,בנזין,,,,,,יקנעם עילית,75000.0,2022-08-03,2022-08-03,1,2.0,"יד ראשונה 14.000 ק""מ בלבד ! , נהג יחיד , מטופלת אך ורק במוסך היבואן , הדגם המפואר והמאובזר , כולל בלימה אוטונומית , מצלמת רוורס וחישני חניה מקוריים ומסך טאצ"
קיה,2017,פיקנטו,2,82000,אוטומטית,998,בנזין,,,,,יישובי השומרון,אורנית,55000.0,2022-07-30,2022-07-30,1,2.0,"שנת 2017, נפח 998 סמ""ק, יד שניה 82,000 ק""מ , אחרי טסט עד 2023, כולל חיישני רוורס, שמור ומטופל טוב ללא תאונות."
קיה,2017,סול,1,194000,אוטומטית,1600,בנזין,,,,,באר שבע והסביבה,ערד,,2022-07-30,2022-07-30,1,2.0,"גיפון נוח נוסעת שקט יושבת טוב על הכביש ביצועים יפים &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גגון נפתח,אפשרי רכב לנכה ( נהיגה ברגל שמאל ) ניתן להשאיר"
קיה,2017,פיקנטו,1,44000,אוטומטית,1248,בנזין,,,,,,"ג""דידה מכר",,2022-07-26,2022-07-26,1,2.0,רכב במצב מעולה לא נסע הרבה אין תאונות שמור טסט חדש לשנה סלולה חדש 4 צמיגים חדשים אין תקוני צבע עם טפול מלה
קיה,2019,קריאטו,1,56000,אוטומטית,1600,דיזל,,,,,בית שמש והסביבה,בית שמש,123000.0,2022-07-25,2022-07-25,1,2.0,"למכירה קיה ספורטאז׳ מודל 2019 .
עליה לכביש 1/11/2019
יד 01 בעלים ברישיון מעסקת 0 ק״מ . 
56,000 קילומטר בלבד! 
הרכב שמור ומטופל מאוד עבר טיפולים רק במוסך מורשה.
1600 טורבו דיזל. 
אחריות על מנוע גיר שלדה עד נובמבר 2022 . 
הרכב מאובזר בכל התוספות . 

מחיר: 123,000 גמיש מעט לרציינים בלבד !!!"
קיה,2018,פיקנטו,2,76000,אוטומטית,1248,בנזין,,,,,חולון - בת ים,בת ים,52000.0,2022-07-20,2022-07-20,1,2.0,"רכב קיה פיקנטו LX שנת 2018 שמורה מטופלת האוטו עבר טיפול 75,000 המחירון 56,000 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מערכת מוביליין ברכב , חיישני רוורס"
קיה,2019,פיקנטו,2,70000,אוטומטית,1250,בנזין,,,,,חולון - בת ים,חולון,59000.0,2022-07-20,2022-07-20,1,2.0,רכב מצויין ללא תאונות חסכוני בדלק עם מערכת מוביליי וחיישני רוורס מטופל בזמן אמין נוסע מעולה ליסינג פרטי &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; רכב מצויין ללא תאונות חסכוני בדלק עם מערכת מוביליי וחיישני רוורס מטופל בזמן אמין נוסע מעולה ליסינג פרטי
קיה,2021,פיקנטו,1,12000,אוטומטית,1248,בנזין,,,,,ראש העין והסביבה,ראש העין,80000.0,2022-07-18,2022-07-18,1,2.0,"קיה פיקנטו שנת 2021, עלתה על הכביש בחודש יוני. הרכב שמור מאוד 11500 קמ וטסט לשנה. מדובר בגרסת האבוזר EX עם מערכת מוליטימדיה (Android auto), מערכת בקרת אקלים, ג'אנטים ומצלמת רוורס."
קיה,2017,פיקנטו,1,82000,אוטומטית,1284,בנזין,,,,,עמק יזרעאל,רמת ישי,62000.0,2022-07-17,2022-07-17,1,2.0,"למכירה, יד ראשונה! שמורה, מטופלת ובמצב מצוין!
קיה פיקנטו EX שנת 2017,‏ מנוע 1284 סמ״ק,
82,000 ק״מ, אוטומטית,
כוללת מצלמת רוורס, חיישני רוורס ומובלאי.
כל הטיפולים נעשו בזמן עם תיעוד.
שני נהגים בלבד וללא תאונות.
טסט עד 05/23.
62,000 ש״ח
לפרטים בפרטי או בטלפון 0526180044 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; כוללת מצלמת רוורס, חיישני רוורס ומובלאי."
קיה,2017,פורטה,2,10700,אוטומטית,1591,בנזין,,,,,אשדוד - אשקלון,אשקלון,,2022-07-16,2022-07-16,1,2.0,ירדה לכביש 19.11.2017
קיה,2019,פיקנטו,1,23000,אוטומטית,1284,בנזין,,,,,פרדס חנה - כרכור,תלמי אלעזר,68000.0,2022-07-14,2022-07-14,1,2.0,"יפהפיה, שמורה, במצב מצויין קילומטרז' נמוך,טיפולים במוסך מורשה, נהגת יחידה. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מובילאיי, חיישני רוורס, מערכת מולטימדיה"
קיה,2019,סטוניק,1,25000,אוטומטית,1000,בנזין,,,,,מודיעין והסביבה,מודיעין מכבים רעות,96500.0,2022-07-12,2022-07-12,1,2.0,nan
קיה,2017,פיקנטו,2,44000,אוטומטית,1284,בנזין,,,,,,משמר העמק,58000.0,2022-07-09,2022-07-09,1,2.0,"רכב נקי מפגיעות, היסטוריה ללא שום תקלות, צריכת דלק נמוכה 17.54 ק""מ לליטר. מועד עליה לכביש נובמבר 2017."
קיה,2018,פיקנטו,1,69000,אוטומטית,1248,בנזין,,,,,נס ציונה - רחובות,רחובות,67000.0,2022-07-06,2022-07-06,1,2.0,"רכב במצב מעולה, שימש כרכב שני. לא נסע הרבה. שמור ומטופל במוסך מורשה."
קיה,2017,פורטה,1,77000,אוטומטית,1600,בנזין,,,,,חיפה וחוף הכרמל,חיפה,69000.0,2022-07-05,2022-07-05,1,2.0,nan
קיה,2018,פיקנטו,3,26400,אוטומטית,1250,בנזין,,,,,הוד השרון והסביבה,הוד השרון,64000.0,2022-07-01,2022-07-01,1,2.0,חדש לחלוטין &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מקורי
קיה,2017,פורטה,1,79000,אוטומטית,1600,בנזין,,,,,חיפה וחוף הכרמל,חיפה,69000.0,2022-06-29,2022-06-29,1,2.0,רכב שמור מאד יד ראשונה פרטית
קיה,2018,פיקנטו,3,44000,ידנית,1000,בנזין,,,,,ירושלים והסביבה,מעלה אדומים,50000.0,2022-06-09,2022-06-09,1,2.0,"הרכב נקנה לפני חודש וחצי ונמכר עקב מעבר לדו גלגלי. רכב מדהים שמור מאוד ללא שריטות או מכות. הרכב עבר ב43,000 קמ טיפול גדול שכלל גם החלפת 4 צמיגים חדשים וניקוי המושבים ברכב. הכל עובד כשורה ללא שום בעיה מכנית או קוסמטית הרכב מדוגם. גיר ידני חלק ונוח שדואג לצריכת דלק נמוכה מאוד וכמעט לא מורגשת. טסט עד מרץ 23 לא גמיש במחיר ממולץ להגיע ולהתרשם."
קיה,2019,סראטו,1,16000,אוטומטית,2000,בנזין,,,,,רמת גן - גבעתיים,רמת גן,132000.0,2022-06-09,2022-06-09,1,2.0,"שמור ביותר נהגת יחידה ללא תאונות. כמו חדש &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; לרכב גג פנורמי נפתח, חישני רוורס, מצלמת רוורס, מדרגות צד אורינליות של קיה, מגיני רוח , איתורן וחיבור ל waze לעוד כשנתיים. טסט עד 1/23"
קיה,2021,פיקנטו,1,7000,אוטומטית,1200,בנזין,,,,,חולון - בת ים,חולון,69000.0,2022-06-07,2022-06-07,1,2.0,רכב חדש עם אחריות יצרן ללא תאונות חסכוני מאוד מערכת מולטימדיה ומצלמת רוורס מערכת למניעת תאונות עלה לכביש בסוף 2021 התחייבות בבדיקה על הכל &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; רכב חדש עם אחריות יצרן ללא תאונות חסכוני מאוד מערכת מולטימדיה ומצלמת רוורס מערכת למניעת תאונות עלה לכביש בסוף 2021 התחייבות בבדיקה על הכל
קיה,2018,פיקנטו,1,51300,אוטומטית,1248,בנזין,,,,,,רא,65380.0,2022-05-31,2022-05-31,1,2.0,"רכב במצב חדש. מוכרת עקב קבלת רכב מהעבודה.
תאריך עליית הרכב - אוגוסט 2018.
יד ראשונה.
15 קמש בשנה
טופל במוסך מורשה. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מאובזר עם מסך מולטימדיה גדול עם חיבור לאפל קאר פליי ואנדרואיד אוטו, בלימה אוטונומית, מובילאיי, חיישני חניה, ומצלמה"
קיה,2017,פורטה,1,195000,אוטומטית,1498,בנזין,,,,,כרמיאל והסביבה,כרמיאל,42700.0,2022-05-31,2022-05-31,1,2.0,רכב שמור ומטופל מאוד
קיה,2018,פיקנטו,1,31700,אוטומטית,1200,בנזין,כסוף מטאלי,,אחר,פרטית,הוד השרון והסביבה,הוד השרון,68000.0,2022-05-26,2022-05-26,3,3.0,"לא עבר תאונות. קילומטראז' נמוך. הרכב יד ראשונה, בעלות פרטית. טופל במוסך מורשה בלבד. אחריות יצרן על המנוע ותיבת-ההילוכים עד סוף 2024. מנוע 1248 סמ""ק"
קיה,2018,פורטה,1,39000,אוטומטית,1600,בנזין,אפור מטאלי,,פרטית,פרטית,מושבים בשרון,אבן יהודה,69000.0,2022-04-06,2022-05-22,1,3.0,שמורה מטופלת.
קיה,2019,נירו EV,2,70000,אוטומטית,1580,היברידי,,,,,בקעת אונו,גבעת שמואל,100000.0,2022-05-10,2022-05-10,1,3.0,"יד שנייה, טסט לשנה, צמיגים חדשים, מערכת מולטי מדיה חדשה מסך גדול
רכב מדוגם. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; צמיגים חדשים, 
מערכת מולטי מדיה חדשה עם מסך גדול
רכב מדוגם."
קיה,2019,סטוניק,2,48000,אוטומטית,1000,בנזין,,,,,חולון - בת ים,חולון,78000.0,2022-05-02,2022-05-02,1,3.0,רכב במצב מעולה ידיים פרטיות הדגם המפואר EX שני צבעים שחור אדום עם מערכת מולטימדיה מצלמת רוורס חסכוני ואמין גמיש במחיר &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; רכב במצב מעולה ידיים פרטיות הדגם המפואר EX שני צבעים שחור אדום עם מערכת מולטימדיה מצלמת רוורס חסכוני ואמין גמיש במחיר
קיה,2020,נירו EV,1,17000,אוטומטית,155,בנזין,,,,,רעננה - כפר סבא,רעננה,135000.0,2022-04-29,2022-04-29,1,3.0,קיה ספורטאז׳ דגם אורבן שנת 2020 מנוע 155 כוח סוס 17000 ק״מלפרטים זיו 0537455519 בעלות פרטית
קיה,2018,פיקנטו,1,16500,אוטומטית,1248,בנזין,,,,,גדרה יבנה והסביבה,יבנה,65000.0,2022-04-27,2022-04-27,1,3.0,"נהגת יחידה. 
טסט עד 07/2022.
 עדיין באחריות יבואן הרכב. 
מטופל רק בקיה. . 
נמכר עקב קבלת רכב מהעבודה. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מצבר חדש, מסך מולטימדיה, מצלמת רוורס , חלונות אחוריים מושחרים."
קיה,2017,נירו,1,83500,אוטומטית,1600,היבריד,לבן שנהב,,פרטית,פרטית,בקעת אונו,יהוד מונוסון,93500.0,2022-04-26,2022-04-27,7,3.0,"קיה נירו EX 2017 נמכרת עקב שדרוג 
- 83000 קמ נמוך לשנתון 
- מטופל בזמן במורשה שחק פ״ת
- מצלמת דרך 70mai מותקנת
- מרימי שמשות
- שמור בקפדנות צמיגים חדשים וברקסים. 
- ללא תאונות 
- צריכת דלק מהטובות בסגמנט 

מחירון לוי יצחק משוקלל 96,960. 
93,500₪.
להתקשר לשי- 0549801000 בעדיפות לשעות הערב"
קיה,2017,נירו,2,183,אוטומטית,1600,היבריד,חום מטאלי,,ליסינג,פרטית,חדרה וישובי עמק חפר,חדרה,69000.0,2022-04-18,2022-04-18,1,3.0,"מחיר מציאה , טסט לשנה, רכב חסכוני מאוד, כל הטיפולים בוצעו במוסך מורשה קאיה, מצב הרכב מעולה, ללא תאונות/מכות, הדגם המפואר כולל כל מערכות הבטיחות, כל הקודם זוכה"
קיה,2017,פיקנטו,3,119000,אוטומטית,1200,בנזין,לבן,,ליסינג,פרטית,רמת גן - גבעתיים,גבעתיים,39000.0,2022-03-23,2022-03-23,4,3.0,קיה פיקנטו LX במצב טוב מובילאי צמיגים חדשים חישני רוורס מצבר חדש חסכונית קומפקטית
קיה,2021,פיקנטו,1,,אוטומטית,1200,בנזין,שחור,,ליסינג,ליסינג,ירושלים והסביבה,ירושלים,79000.0,2021-12-01,2021-12-01,3,3.0,"קיה פיקנטו חדשה לחלותין 2021 0ק""מ יד 01 ליסינג מחירון 85 דורש 79"
קיה,2018,פיקנטו,1,47000,אוטומטית,1200,בנזין,אדום,,אחר,פרטית,נס ציונה - רחובות,רחובות,63000.0,2021-10-26,2021-10-26,5,3.0,"קיה פיקנטו EX 
מנוע 1248
יד 00 פרטית 
47,000 ק""מ
שנת 2018
*אחריות יצרן ל3 שנים נוספות
*דגם מפואר
*ג'אנטים מעוצבים
*מערכת מולטימדיה
*מערכת מובילאיי
*מטופל במוסך מורשה עם ספר טיפולים מסודר
*מצלמת רוורס
*חיישני רוורס
63,000 ₪
לפרטים 0548362150"
קיה,2019,פיקנטו,1,35000,אוטומטית,1300,בנזין,לבן,,פרטית,פרטית,חיפה וחוף הכרמל,חיפה,75000.0,2021-10-18,2021-10-18,1,3.0,רכב שמור ומטופל היטב בחברה מורשת דגם GT line מפואר
קיה,2023,קרניבל,1,,אוטומטית,3500,בנזין,שחור,,פרטית,פרטית,רמת גן - גבעתיים,בני ברק,25000.0,2023-10-27,2023-10-27,0,3.0,"למכירה זכות לרכישת קיה קרניבל בנזין רמת גימור פרימיום - המפואר ביותר. הרכב מגיע עם שבעה מושבים, מושבי קפטן בשורה האמצעית, גג נפתח, מערכת מצלמות היקפיות ועוד הרבה מאד אבזור.
הרכב בצבע שחור והריפודים (מעור) בצבע חום בהיר.

הזמנתי את הרכב אצל היבואן המורשה וכבר אין לי בו צורך. הרכב עם 0 ק""מ והקונה יירשם כבעלים הראשון של הרכב.
ולסיום, אם יש לכם שאלה או שתרצו לדעת עוד פרטים התקשרו למס' הטלפון המצוין במודעה ואענה בשמחה"
קיה,2020,נירו,1,141000,אוטומטית,1600,היבריד,לבן מטאלי,,ליסינג,ליסינג,חדרה וישובי עמק חפר,חדרה,79999.0,2023-06-05,2023-06-05,11,3.0,במצב מושלם התחיבות בבדיקה למנוע גיר סוללה. אפשרות מימון לעיסקה
קיה,2018,נירו,2,174000,אוטומטית,1600,בנזין,לבן,,ליסינג,פרטית,גדרה יבנה והסביבה,יבנה,100000.0,2023-08-05,2023-08-05,0,3.0,"רכב שמור, חסכוני, טופל רק במוסך ראשי קיה. 
נמכר עכב שדרוג לרכב אחר, למביני עניין שמחפשים רכב משפחתי נוח."
קיה,2021,שומה,1,8500,אוטומטית,1590,דיזל,,,,,טבריה והסביבה,מגאר,175000.0,2022-10-08,2022-10-08,0,3.0,"קיה ספורטג' פרימיום ,רכב מפואר ביותר, נסע רק 8500 ק""מ בלבד , מוכר עקב קבלת רכב מהעבודה &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גג פנוראמי, כסאות חשמליים"
קיה,2018,פיקנטו,1,99500,אוטומטית,1300,בנזין,,,,,אשדוד - אשקלון,גן יבנה,69500.0,2022-10-01,2022-10-01,0,3.0,שמורה במצב מצוין &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גג נפתח
קיה,2017,פיקנטו,3,104000,אוטומטית,1250,בנזין,,,,,נתניה והסביבה,נתניה,49000.0,2022-09-21,2022-09-21,0,3.0,"קיה פיקנטו 2017 
יד 02 פרטית
נסעה 104,000 ק״מ .
נפח מנוע 1250 .
רכב אמין , שמור ביותר וחסכוני מאוד בדלק !!
אחרי טיפול 
מערכת מולטימדיה + מצלמת רוורס
גלגלי מגנזיום
4 צמיגים חדשים
מצבר חדש הוחלף לפני שנה 
טסט עד ינואר 2023 .
מוכרת עקב הרחבת המשפחה ????
גמישה &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גלגלי מגנזיום , מערכת מולטימדיה , מצלמת רוורס , חיישני רוורס, חלונות מושחרים ."
קיה,2017,נירו EV,2,140000,אוטומטית,1580,היברידי,,,,,באר שבע והסביבה,קרית גת,94500.0,2022-09-20,2022-09-20,0,3.0,יפה שמור
קיה,2021,סטוניק,1,25800,אוטומטית,1400,בנזין,,,,,,סלמה,98000.0,2022-09-17,2022-09-17,0,3.0,רכב נמכר עיקב קבלת רכב חדש מעבודה . הרכב נקנה לפני שנה מהחברה שמור מאוד מטופל בחברת קיה בכרמאיל . הרכב עדיין באחריות מחיר גמיש מאוד לרציניים בלבד &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; רכב lx 1400 יציב על הכביש עם כל המערכות המתקדמות
קיה,2018,פיקנטו,1,44000,אוטומטית,1248,בנזין,,,,,,חיפ,62500.0,2022-09-10,2022-09-10,0,3.0,שמור יד 00 עליה לכביש 12/2018 נהגת יחידה מטופל במורשה &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מצלמת רוורס + חיישנים מגיני רוח
קיה,2021,סראטו,1,11000,אוטומטית,2000,בנזין,,,,,תל אביב,תל אביב יפו,121000.0,2022-09-05,2022-09-05,0,3.0,"אוטו חדש בלי שריטה ,עבר טיפול ראשון. כל הקודם זוכה במכונית מושלמת, נמכרת רק בגלל שהיא קטנה עבורינו."
קיה,2018,פיקנטו,1,12000,אוטומטית,1400,בנזין,,,,,נס ציונה - רחובות,רחובות,63700.0,2022-08-24,2022-08-24,0,3.0,nan
קיה,2018,פיקנטו,1,123000,אוטומטית,1248,בנזין,,,,,רמת גן - גבעתיים,רמת גן,60000.0,2022-08-15,2022-08-15,0,3.0,"2 זוגות מפתחות לרכב, אוטו שמור ומטופל, צמיגים חדשים, כ ס 84 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; יש קבלות וחשבוניות, הטסט עד ינואר 2023"
קיה,2018,פיקנטו,2,68000,ידנית,998,בנזין,,,,,חיפה וחוף הכרמל,חיפה,41000.0,2022-08-09,2022-08-09,0,3.0,"רכב במצב מעולה! נמכר עקב מעבר לא צפוי לחו""ל. דגם LX ידני, הכל עובד כנדרש, הרכב מטופל בזמן ורק במוסך מורשה. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; הרכב בעל מסך מולטימדיה מקורי עם שליטה מההגה , חיישני רוורס , מצלמה , פנסי ערפל , מובילאיי וכו."
קיה,2018,אופטימה / Optima,2,140000,אוטומטית,2000,היברידי,,,,,חיפה וחוף הכרמל,חיפה,110000.0,2022-08-09,2022-08-09,0,3.0,"פרימיום הכי מפואר גג פנורמי ענק,הנעה ללא מפתח,חימום וקירור במושבים,חימום בהגה,ריפודי עור,מושבים כיוון חשמלי עם זכרון,מזגן מפוצל למושב אחורי ועד מלא מלא תוספות,חסכוני מאוד 1/20"
קיה,2020,פיקנטו,2,,אוטומטית,1248,בנזין,,,,,באר שבע והסביבה,באר שבע,,2022-07-18,2022-07-18,0,3.0,"רכב שמור שנת 2020 ידיים פרטיות ,ריפודים מעור טיפולים בזמן ,טסט לשנה לרצינים בלבד! &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גג נפתח"
קיה,2019,סטוניק,1,20800,אוטומטית,1000,בנזין,,,,,רמת גן - גבעתיים,גבעתיים,92000.0,2022-07-17,2022-07-17,0,3.0,"דגם פרימיום , גימורי עור, מסך מולטימדיה,"
קיה,2020,נירו EV,1,17000,אוטומטית,1580,חשמלי,,,,,רמת השרון - הרצליה,רמת השרון,140000.0,2022-07-12,2022-07-12,0,3.0,nan
קיה,2022,פיקנטו,1,6500,אוטומטית,1000,בנזין,,,,,קיסריה והסביבה,אור עקיבא,,2022-06-07,2022-06-07,0,3.0,"רכב לבן ויפה ללא שריטה חדש חדש נסע ממש מעט &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מצלמה רוורס קודן טיפול חינם 
כל הקודם זוכה"
קיה,2018,קרניבל,1,68500,אוטומטית,2000,בנזין,,,,,כרמיאל והסביבה,כרמיאל,110000.0,2022-06-01,2022-06-01,0,3.0,"ללא תאונות 
דגם ספורטאג ולא כפי שמופיע בתחילת המודעה
ללא תאונות 
 טסט לשנה &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; כל האביזרים של הדגם .
כולל וו גרירה
 גג נפתח"
